First	Last	Address	City	State	Zip	Phone
George	Jasmine	1785 Oakland Road	Los Gatos	CA	95131-2302	(408) 555-6000
Thomas	Mcdonald	1110 Fox Lane	San Jose	CA	95131	(925) 555-5400
Joe	Gaynor	880 Fox Lane	Sunnyvale	CA	95131-1616	(925) 555-9205
Wayne	Mclaughlin	1075 Brokaw Road	Gilroy	CA	95131-2310	(415) 555-4122
Enzo	Pezzini	925 Brokaw Road	San Jose	CA	95131-2310	(408) 555-1520
Charles	Lee	1160 Ridder Park Drive	Santa Clara	CA	95131-2319	(650) 555-2211
Joseph	Corso	1355 Ridder Park Drive	San Jose	CA	95131-2306	(408) 555-2222
Clifford	Dahan	981 Ridder Park Drive	San Jose	CA	95131-2305	(212) 555-2316
Sharon	Rozett	1765 Oakland Road	San Jose	CA	95131-2302	(415) 555-8844
Steve	Neal	1769 Oakland Road	San Jose	CA	95131-2302	(408) 555-8088
Allen	Tavakoli	2219 Oakland Road	San Jose	CA	95131-1402	(408) 555-1366
Robin	Stauss	2345 Harris Way	San Jose	CA	95131-1413	(408) 555-8560
David	Kahng	2373 Oakland Road	Milpitas	CA	95131-1404	(408) 555-0224
Brooks	Hassel	1460 Trimble Road	San Jose	CA	95131-1406	(408) 555-7900
Warren	Jaquess	2149 Oakland Road	San Jose	CA	95131-1502	(415) 555-1000
Suzie	Allen	2059 Oakland Road	San Jose	CA	95131-1609	(408) 555-1101
Patrick	Krosier	1041 Rock Ave	San Jose	CA	95131-1611	(415) 555-7474
Steve	Murphy	2131 Oakland Road	Gilroy	CA	95131-1578	(408) 555-6343
Alan	Gianotte	2225 Oakland Road	San Jose	CA	95131-1402	(213) 555-2800
Curtis	Blake	1090 Tenth Street	Gilroy	CA	95112-2905	(408) 555-9411
Peter	Taylor	1147 Tenth Street	San Jose	CA	95112-4443	(408) 555-1166
James	Perry	1060 Fifth Street	Morgan Hill	CA	95112-4413	(213) 555-1757
Brian	Schuldt	1052 Fifth Street	Santa Clara	CA	95112-4413	(415) 555-2050
Douglas	Erickson	282 Kinney Drive	Santa Clara	CA	95112-4433	(408) 555-8288
Neilson	Langley	270 Kinney Drive	Sunnyvale	CA	95112-4433	(415) 555-7000
Mike	Mcgeary	254 Kinney Drive	San Jose	CA	95112-4433	(415) 555-2462
John	Freed	245 Kinney Drive	Santa Clara	CA	95112-4433	(619) 555-3803
Mary Jo	Ciari	259 Kinney Drive	Gilroy	CA	95112-4433	(510) 555-8558
Michael	Maria	271 Kinney Drive	Santa Clara	CA	95112-4433	(408) 555-8668
Kim	Kelly	283 Kinney Drive	Morgan Hill	CA	95112-4433	(510) 555-2300
Edward J.	Frank	295 Kinney Drive	Gilroy	CA	95112-4433	(415) 555-1050
Jim	Binns	1001 Fourth Street	Campbell	CA	95112-4942	(408) 555-6707
Rick	Kishmune	1025 Fourth Street	San Jose	CA	95112-4942	(408) 555-1566
Steve	Murry	1035 Fourth Street	Los Altos	CA	95112-4942	(650) 555-4141
James	Chen	1037 Fourth Street	Santa Clara	CA	95112-4942	(408) 555-5555
Rolando	Scheufele	1045 Fourth Street	San Jose	CA	95112-4942	(408) 555-5600
Steve	Thomas	1049 Fourth Street	Santa Clara	CA	95112-4942	(408) 555-8600
Rose	Trampenau	1055 Fourth Street	Santa Clara	CA	95112-4942	(408) 555-9434
Richard	Luck	1071 Fourth Street	San Jose	CA	95112-4942	(650) 555-1770
Vickie	Houser	1079 Fourth Street	San Jose	CA	95112-4942	(408) 555-6000
Ann	Chambers	1085 Fourth Street	Mountain View	CA	95112-4942	(408) 555-2200 Ext. 230
Donna	Chang	136 Burton Ave	Gilroy	CA	95112-4905	(650) 555-3399
Robert	Williams	954 First Street	Los Altos	CA	95112-4949	(408) 555-6007
Robert De	Davis	940 First Street	Santa Clara	CA	95112-4921	(408) 555-4567
Patrick	Balkwill	918 First Street	Campbell	CA	95112-4919	(415) 555-4488
Bill	Paine	914 First Street	Morgan Hill	CA	95112-4919	(415) 555-7700
Arnel	Regland	910 First Street	San Jose	CA	95112-4919	(408) 555-9717
Mike	Choy	900 First Street	Sunnyvale	CA	95112-4918	(415) 555-2100
Jennifer	Merriweather	976 First Street	Santa Clara	CA	95112-4919	(408) 555-8840
Tom	Ardizzone	997 Fourth Street	Fremont	CA	95112-4940	(408) 555-7754
Adrian	Foust	1151 Fourth Street	Los Gatos	CA	95112-4945	(408) 555-9089
Isabell	Callahan	390 22nd Street	Los Gatos	CA	95116-2727	(408) 555-4192
Michelle	Kang	1130 First Street	Gilroy	CA	95112-4926	(408) 555-1700
Henry	Logue	234 Gish Road	Sunnyvale	CA	95112-4703	(415) 555-1200
Bruce	Sano	1450 Koll Circle	Santa Clara	CA	95112-4612	(415) 555-9500
Don	Matey	351 Mathew Street	Santa Clara	CA	95050-3113	(408) 555-8262
Cory	Neumann-Loreck	407 Mathew Street	Milpitas	CA	95050-3105	(415) 555-1501
Kiyoshi	Nielson	332 Martin Ave	Los Altos	CA	95050-3112	(408) 555-3088
Jim	Chang	340 Martin Ave	San Jose	CA	95050-3112	(650) 555-7400
Daniel O.	Lien	2295 De La Cruz Blvd	San Jose	CA	95050-3007	555-0505
Dave Beckowitz	Lukrich	2075 De La Cruz Blvd	Santa Clara	CA	95050-3035	(415) 555-8466
Corinne	Minkoff	2351 De La Cruz Blvd	San Jose	CA	95050-2920	(415) 555-4488
Annette	Redmond	415 Mathew Street	Los Gatos	CA	95050-3105	(408) 555-4773
Joanne	Smith	345 Mathew Street	Los Gatos	CA	95050-3113	(408) 555-1880
Marion	Turnquist	835 Reed Street	San Jose	CA	95050-3942	(408) 555-2323
Eric	Robertson	326 Martin Ave	San Jose	CA	95050-3112	(408) 555-9442
Craig	Bonaccorso	328 Martin Ave	San Jose	CA	95050-3112	(408) 555-1488
Greg	Fewell	370 Martin Ave	Sunnyvale	CA	95050-3112	(408) 555-9495
John	Capra	356 Martin Ave	Sunnyvale	CA	95050-3112	(650) 555-1610
Carl	Fogelstrom	400 Mathew Street	San Jose	CA	95050-3106	(415) 555-7511
Lorna	Douglass	336 Martin Ave	Cupertino	CA	95050-3112	(408) 555-3000
Joe	Chamberlain	2175 De La Cruz Blvd	Cupertino	CA	95050-3036	(408) 555-1700
David	Gibberson	2495 De La Cruz Blvd	San Jose	CA	95050-2922	(408) 555-7800
Elise	Connelly	1051 William Street	San Jose	CA	95116-3112	(408) 555-1919
Jeff	Sullivan	425 Reed Street	Santa Clara	CA	95050-3109	(213) 555-0065
Dr. Jim	Lang	405 Reed Street	San Jose	CA	95050-3109	(415) 555-9196
John	Chan	346 Mathew Street	Morgan Hill	CA	95050-3114	(650) 555-2115
Bill	Shih	356 Mathew Street	San Jose	CA	95050-3114	(408) 555-2300
Joe	Stockford	399 Mathew Street	Campbell	CA	95050-3113	(408) 555-2848
Steven	Aamodt	393 Mathew Street	San Jose	CA	95050-3113	(408) 555-8877
Dave & Betsy	Bardina	350 Martin Ave	San Jose	CA	95050-3112	(513) 555-5112
Allen	Shayton	382 Martin Ave	San Jose	CA	95050-3112	(408) 555-1990
Rena	Hensman	2441 De La Cruz Blvd	Los Gatos	CA	95050-2922	(408) 555-0300
Larry	Campbell	2403 De La Cruz Blvd	San Jose	CA	95050-2922	(408) 555-3416
Trevor	Peth	1067 William Street	Los Gatos	CA	95116-3112	(415) 555-4461
John	Williams	2119 De La Cruz Blvd	Mountain View	CA	95050-3040	(408) 555-3322
Cory	Pitkoff	1382 Davis Street	Gilroy	CA	95126-1405	(510) 555-9948
Phil	Jane	1998 Park Ave	San Jose	CA	95126-1422	(415) 555-5700
Robert	Blair	1992 Park Ave	Gilroy	CA	95126-1422	(650) 555-7850
Victor	Blair	1980 Park Ave	Campbell	CA	95126-1435	(408) 555-1940
Wayne	Van Lerr	1961 The Alameda	San Jose	CA	95126-1433	(925) 555-5400
Mel	Ream	1955 The Alameda	San Jose	CA	95126-1433	(408) 555-0980
Tom	Suty	1137 Hedding Street	Mountain View	CA	95126-1745	(650) 555-8191
Jim	Blair	1905 The Alameda	Sunnyvale	CA	95126-1428	(408) 555-8800
John	Hill	1921 The Alameda	San Jose	CA	95126-1429	(408) 555-5060
Gretchen	Reinbacher	1929 The Alameda	Los Gatos	CA	95126-1431	(415) 555-2250
Ken	Meyer	1939 The Alameda	San Jose	CA	95126-1428	(408) 555-3400
Will	Drexler	1945 The Alameda	Cupertino	CA	95126-1428	(408) 555-2133
Pierre	Nicoletti	1120 Mckendrie Street	Santa Clara	CA	95126-1406	(408) 555-1377
Myong	Campbell	1130 Mckendrie Street	San Jose	CA	95126-1406	(408) 555-0905
Michael	Robertson	1922 The Alameda	Gilroy	CA	95126-1430	(408) 555-5888
John	Brown	1900 The Alameda	San Jose	CA	95126-1400	(408) 555-8008
Michael E.	Finkel	1998 The Alameda	Santa Clara	CA	95126-1449	(516) 555-1548
Cliff	Slabey	1075 William Street	Santa Clara	CA	95116-3112	(408) 555-3900
Eddie	Kerrigan	1990 The Alameda	Santa Clara	CA	95126-1445	(408) 555-1220
James	Joyce	1984 The Alameda	San Jose	CA	95126-1432	(415) 555-7213
Chieh	Falla	1978 The Alameda	Sunnyvale	CA	95126-1432	(408) 555-1555
Ignacio	Musolino	1972 The Alameda	Los Altos	CA	95126-1432	(650) 555-6150
Steve	Connelley	1015 Mckendrie Street	San Jose	CA	95126-1224	(408) 555-5250
Mr. Harvey J.	Marshall	1072 Vermont Street	San Jose	CA	95126-1241	(408) 555-4920
James	Barton	365 23rd Street	Morgan Hill	CA	95116-2734	(503) 555-4111
Mark	Carlson	1082 Vermont Street	Los Gatos	CA	95126-1241	(305) 555-1701
Mike	Uhlan	941 Hedding Street	Cupertino	CA	95126-1216	(408) 555-5780
Alan	Graham	925 Hedding Street	Santa Clara	CA	95126-1216	(510) 555-1111
Steve	Kameda	915 Hedding Street	Gilroy	CA	95126-1216	(650) 555-3200
Peter	Petersmeyer	1948 The Alameda	Santa Clara	CA	95126-1427	(415) 555-2911
Robert	Sandoval	1940 The Alameda	Sunnyvale	CA	95126-1427	(408) 555-6019
Sherm	Schuster	990 Elm Street	Gilroy	CA	95126-1251	(408) 555-8000
Brian	Saito	984 Elm Street	San Jose	CA	95126-1250	(408) 555-0800
Pam	Hudson	1012 Elm Street	Gilroy	CA	95126-1252	(408) 555-9870
Richard	Corrales	873 Hedding Street	San Jose	CA	95126-1214	(408) 555-1119
Debbie	Campisi	859 Hedding Street	San Jose	CA	95126-1214	(415) 555-8425
Henry	Desantis	273 Hedding Street	Santa Clara	CA	95110-1628	(415) 555-4005
Phil	Gourley	1020 Ruff Drive	Santa Clara	CA	95110-1613	(650) 555-2211
Steve	Bruineman	1020 Spring Street	San Jose	CA	95110-1616	(415) 555-3434
Charlie	Schilling	1010 Ruff Drive	Sunnyvale	CA	95110-1613	(408) 555-6400
Lester	Gilcrease	1291 First Street	San Jose	CA	95112-4708	(714) 555-0350
Winfield S.	King	1740 Technology Drive	Morgan Hill	CA	95110-1315	(408) 555-8688 x204
Karl	Ewen	1730 Technology Drive	Sunnyvale	CA	95110-1303	(415) 555-7777
Mohamed	Kietzke	1770 Technology Drive	Gilroy	CA	95110-1306	(408) 555-1020
John	Lee	1762 Technology Drive	Los Gatos	CA	95110-1307	(408) 555-0824
Jim	Wallace	351 23rd Street	Santa Clara	CA	95116-2734	(650) 555-1700
Valorie	Chandler	1754 Technology Drive	Mountain View	CA	95110-1308	(415) 555-9111
J.	Kopernik	2078 The Alameda	Los Gatos	CA	95126-1139	(408) 555-1331
Lelan	Pearson	2072 The Alameda	Santa Clara	CA	95126-1135	(408) 555-8999
David	Guirguis	2066 The Alameda	Santa Clara	CA	95126-1135	(408) 555-4100
Jim	Horten	2060 The Alameda	Santa Clara	CA	95126-1135	(415) 555-5700
Billy	Duke	2001 The Alameda	Santa Clara	CA	95126-1136	(408) 555-1480
Chris	Kondratieff	2051 The Alameda	Los Gatos	CA	95126-1136	(408) 555-1655
John H.	Simpson	2155 The Alameda	Gilroy	CA	95126-1146	(408) 555-8808
Michael	Norris	2175 The Alameda	Gilroy	CA	95126-1149	(650) 555-4291
Anne	Val	2115 The Alameda	Santa Clara	CA	95126-1141	(650) 555-3006
Linda	Kenison	2185 The Alameda	San Jose	CA	95126-1109	(408) 555-1234
Robert	Ly	2137 The Alameda	Santa Clara	CA	95126-1141	(408) 555-9500
Janeene	Miller	2145 The Alameda	Mountain View	CA	95126-1141	(415) 555-7600
Kenneth	Feroglia	1136 Idaho Street	Gilroy	CA	95126-1107	(408) 555-8901
Alyce	Tanner	2165 The Alameda	Mountain View	CA	95126-1146	(650) 555-0190
Clifford	Morris	1093 Morris Court	Campbell	CA	95126-1027	(650) 555-1120
Tom	Smith	2166 The Alameda	San Jose	CA	95126-1144	(408) 555-0400
Gorden	Abarca	2160 The Alameda	Santa Clara	CA	95126-1122	(508) 555-4455
Don	Dickinson	2118 The Alameda	Morgan Hill	CA	95126-1140	(415) 555-9880
Julia	Denial	345 23rd Street	Campbell	CA	95116-2734	(415) 555-4395
Vi	Mueller	2118 The Alameda	Cupertino	CA	95126-1140	(415) 555-9650
Meg	Decker	2148 The Alameda	San Jose	CA	95126-1125	(650) 555-1084
Les	Belardi	2142 The Alameda	Santa Clara	CA	95126-1125	(415) 555-1221
Tom Yarr/Paul	Sutherst	2136 The Alameda	San Jose	CA	95126-1143	(408) 555-9291
Mark	Gibbons	2130 The Alameda	Santa Clara	CA	95126-1125	(650) 555-6300
Walt	Lynch	2124 The Alameda	San Jose	CA	95126-1130	(408) 555-2400
Nancy	Kay	2180 The Alameda	Santa Clara	CA	95126-1144	(415) 555-8818
Glen	JR	2176 The Alameda	San Jose	CA	95126-1144	(408) 555-3500
Mr.	Fergason	2170 The Alameda	San Jose	CA	95126-1131	(408) 555-9711
Rick	Thompson	2156 The Alameda	San Jose	CA	95126-1144	(408) 555-6600
Tom	Brown	2150 The Alameda	Sunnyvale	CA	95126-1144	(650) 555-9381
Jim	Cummins	321 23rd Street	Los Gatos	CA	95116-2734	(650) 555-0131
Glen	Durso	1091 Portola Ave	Morgan Hill	CA	95126-1005	(203) 555-7611
Lewis	Wallace	1089 Portola Ave	Santa Clara	CA	95126-1005	(650) 555-1501
Kevin	Baker	751 Campbell Ave	Santa Clara	CA	95050-4307	(408) 555-9170
William E	Bernhart	465 El Camino Real	Sunnyvale	CA	95050-4300	(408) 555-9810
Dick	Beck	455 El Camino Real	Santa Clara	CA	95050-4300	(408) 555-9500
Marilyn	Gonzales	500 Benton Street	Los Gatos	CA	95050-4304	(650) 555-2500
Neil	Rossiten	540 Benton Street	San Jose	CA	95050-4342	(415) 555-2777
Chuck	Penrose	3390 The Alameda	San Jose	CA	95050-4331	(408) 555-5250
Roger	Griego	1250 Sherman Street	Santa Clara	CA	95050	(415) 555-1150
Curt	Sanchez	575 Benton Street	San Jose	CA	95050-4303	(212) 555-8216
Bert	Lepore	300 Martin Ave	San Jose	CA	95050-3102	(408) 555-9745
Ed	Coletti	1725 De La Cruz Blvd	Santa Clara	CA	95050-3011	(213) 555-1700
Bob	Duff	1600 De La Cruz Blvd	San Jose	CA	95050	(408) 555-0230
Mike	Sommer	1650 Coleman Ave	Milpitas	CA	95050-3101	(408) 555-1255
Robert	Silva	312 Martin Ave	Morgan Hill	CA	95050-3102	(415) 555-0211
William	Piers	400 Reed Street	San Jose	CA	95050-3110	(408) 555-1101
Glen	Racz	1450 Coleman Ave	Santa Clara	CA	95050-4349	(415) 555-1845
Dale	Pollock	1875 De La Cruz Blvd	Mountain View	CA	95050-3003	(408) 555-1800
Dennis	Muller	1775 De La Cruz Blvd	Mountain View	CA	95050-3039	(650) 555-6103 ext 100
Kathy	Carter	390 Reed Street	Sunnyvale	CA	95050-3108	(415) 555-4629
Don	Brewster	305 Mathew Street	Los Gatos	CA	95050-3104	(408) 555-2290
Patrick	Killian	1500 Coleman Ave	San Jose	CA	95050-3121	(510) 555-1900
Bud	Ciari	274 Martin Ave	Gilroy	CA	95050-4341	(408) 555-0951
Richard	Facciola	306 Mathew Street	Santa Clara	CA	95050-3104	(404) 555-8000
Ray	Schwarz	316 Mathew Street	San Jose	CA	95050-3104	(650) 555-6800
Ellen	Lahaye	1200 Coleman Ave	Campbell	CA	95050-4338	(408) 555-9300
Scott	Henderson	320 Martin Ave	San Jose	CA	95050-3102	(408) 555-2600
Bob	Leib	324 Martin Ave	San Jose	CA	95050-3102	(408) 555-6600
Dennis	Black	282 Brokaw Road	Santa Clara	CA	95050-4336	(415) 555-1500
William	Walker	292 Brokaw Road	Sunnyvale	CA	95050-4336	(650) 555-9500
Steve	Gregg	290 Martin Ave	San Jose	CA	95050-4341	(888) 555-0424
Thomas	Miller	294 Martin Ave	San Jose	CA	95050-4341	(650) 555-8050
Jeanne	"Saifer,"	1290 Coleman Ave	Santa Clara	CA	95050-4338	(408) 555-1967
Roger	Napier	1240 Coleman Ave	Sunnyvale	CA	95050-4338	(408) 555-1886
Ed.	Fruth	312 Brokaw Road	San Jose	CA	95050-4336	(408) 555-4580
Bill	Flechsig	364 Reed Street	San Jose	CA	95050-3108	(408) 555-2534 x202
William	Colcord	374 Reed Street	Santa Clara	CA	95050-3108	(408) 555-7662
Pat	Harris	1400 Coleman Ave	Santa Clara	CA	95050-4309	(408) 555-9877
Ronald	Sloss	1348 Coleman Ave	Gilroy	CA	95050-4339	(415) 555-6522
Harry	Rice	303 Brokaw Road	San Jose	CA	95050-4335	(408) 555-1100
Zane	Lowell	293 Brokaw Road	Santa Clara	CA	95050-4335	(408) 555-1740
Shelley	Fell	1850 De La Cruz Blvd	Sunnyvale	CA	95050-3004	(650) 555-1167
Vincent	Pollack	1920 De La Cruz Blvd	Milpitas	CA	95050-3004	(408) 555-4833
Phil	Mcdowell	480 Reed Street	San Jose	CA	95050-3110	(408) 555-0604
John	Hunt	1800 De La Cruz Blvd	San Jose	CA	95050-3004	(650) 555-9000
Duane	Flowers	550 Reed Street	Santa Clara	CA	95050-3015	(415) 555-1003
William E.	Russ	2600 De La Cruz Blvd	San Jose	CA	95050-2618	(212) 555-7440
Jack	Bradley	2750 De La Cruz Blvd	Morgan Hill	CA	95050-2624	(212) 555-9200
Hal	Atkinson	2290 De La Cruz Blvd	Gilroy	CA	95050-3008	(408) 555-6514
George F.	Harms	2460 De La Cruz Blvd	Mountain View	CA	95050-2923	(415) 555-7533
Larry	Larrenaga	525 Mathew Street	San Jose	CA	95050-3001	(408) 555-8550
Jan	Mckee	2362 De La Cruz Blvd	San Jose	CA	95050-2921	(805) 555-1313
Mark	Brown	2470 De La Cruz Blvd	Morgan Hill	CA	95050-2923	(408) 555-9080
Bunny	Krieger	2480 De La Cruz Blvd	Santa Clara	CA	95050-2923	(415) 555-5805
Martin	Mcquewn	555 Reed Street	Mountain View	CA	95050-3014	(415) 555-8981
Bob	Miller	2100 De La Cruz Blvd	Cupertino	CA	95050-3006	(408) 555-8713
David	Kenney	500 Mathew Street	Santa Clara	CA	95050-3002	(510) 555-7901
Arnie	Phillips	585 Robert Ave	San Jose	CA	95050-2918	(408) 555-4235
Abraham	Scherbarth	550 Martin Ave	Santa Clara	CA	95050-2954	(408) 555-1727
John	Hemming	530 Robert Ave	San Jose	CA	95050-2955	(408) 555-3541
Genevive R.	Kawaye	530 Martin Ave	Los Gatos	CA	95050-2954	(415) 555-8410
Gino	Buckley	462 Martin Ave	San Jose	CA	95050-2911	(415) 555-8646
Carl	Newton	510 Martin Ave	San Jose	CA	95050-2954	(408) 555-1655
Stephen	Adams	436 Robert Ave	Gilroy	CA	95050-2919	(650) 555-8020
Peter	Bailey	422 Robert Ave	Los Gatos	CA	95050-2919	(408) 555-8209
Sherry	Palfi	440 Robert Ave	San Jose	CA	95050-2919	(408) 555-0248
Philip	Brag	504 Robert Ave	San Jose	CA	95050-2955	(408) 555-7273
Mark	Snell	508 Robert Ave	Sunnyvale	CA	95050-2955	(408) 555-4001
Neil	Henriques	518 Robert Ave	Santa Clara	CA	95050-2955	(510) 555-6078
Ed	Salady	525 Robert Ave	Santa Clara	CA	95050-2918	(408) 555-8865
Drew	Jelincic	495 Robert Ave	San Jose	CA	95050-2918	(925) 555-0280
Tom Vais/Pete	Baugh	483 Robert Ave	San Jose	CA	95050-2918	(408) 555-1200
Win	Akita	2304 Lafayette Street	Milpitas	CA	95050-2908	(408) 555-1943 Ext. 4966
William	Showerman	2250 Lafayette Street	San Jose	CA	95050-2904	(408) 555-4819
Bob	Johnson	2265 Avila Ave	San Jose	CA	95050-2801	(408) 555-3700
Jim	Grassinger	2255 Avila Ave	Los Gatos	CA	95050-2801	(408) 555-5462
Frank	Pak	975 Di Giulio Ave	San Jose	CA	95050-2803	(408) 555-4930
Nick	Gill	931 Di Giulio Ave	San Jose	CA	95050-2833	(408) 555-4800
Steve	Adams	941 Di Giulio Ave	San Jose	CA	95050-2803	(408) 555-1409
Jene	Dorty	2234 Lafayette Street	Los Gatos	CA	95050-2904	(415) 555-3866
Richard	Assistant	2246 Lafayette Street	Santa Clara	CA	95050-2904	(415) 555-2800
Alan	Coleman	984 Memorex Drive	Santa Clara	CA	95050-2810	(415) 555-8600
Richard	Westphal	2191 Ronald Street	Morgan Hill	CA	95050-2819	(415) 555-2043
Bob	Jacobsen	2185 Ronald Street	Santa Clara	CA	95050-2819	(408) 555-8754
Elise	Shade	2175 Ronald Street	San Jose	CA	95050-2819	(408) 555-0100
Mike	Qubain	2119 Ronald Street	San Jose	CA	95050-2819	(408) 555-8133
Federico	Gurdatt	1055 Di Giulio Ave	San Jose	CA	95050-2805	(408) 555-0110
John	Fuzere	1031 Di Giulio Ave	Cupertino	CA	95050-2805	(408) 555-1300
Gary	Aiten	2212 Avila Ave	Cupertino	CA	95050-2802	(415) 555-0700
Paul	Lumish	2220 Avila Ave	Santa Clara	CA	95050-2802	(602) 555-4338
Ed	Brock	2232 Avila Ave	Santa Clara	CA	95050-2802	(408) 555-0945
Barry	Soares	2240 Avila Ave	Santa Clara	CA	95050-2802	(510) 555-0500
Mike	Tom	2256 Avila Ave	San Jose	CA	95050-2802	(415) 555-5371
Mr. Chieh	Paul	2262 Avila Ave	San Jose	CA	95050-2802	(408) 555-1555
Rod	Nguyen	2284 Avila Ave	San Jose	CA	95050-2802	(408) 555-8822
Rod	Wong	2286 Lafayette Street	San Jose	CA	95050-2925	(415) 555-3000
Lindsey	Johal	2290 Lafayette Street	Santa Clara	CA	95050-2925	(650) 555-2742
Joy	Macari	2324 Lafayette Street	San Jose	CA	95050-2908	(408) 555-0633
Ralph De La	Gohl	966 Shulman Ave	Mountain View	CA	95050-2822	(408) 555-8268
Connie	Gibbons	2122 Ronald Street	Santa Clara	CA	95050-2820	(408) 555-9600
Ed	Belter	1210 Memorex Drive	San Jose	CA	95050-2812	(408) 555-9300
Don	Colley	1330 Memorex Drive	Campbell	CA	95050-2813	(408) 555-1900
Tom	Williams	1650 Memorex Drive	San Jose	CA	95050-2842	(408) 555-0400
Janice	Lutz	1400 Memorex Drive	Los Gatos	CA	95050-2841	(408) 555-3600
Robert	Romeo	1060 Richard Ave	Los Gatos	CA	95050-2816	(408) 555-1450
Joseph R.	Mckay	1100 Richard Ave	San Jose	CA	95050-2800	(408) 555-5055
Paul	Noakes	1160 Richard Ave	Gilroy	CA	95050-2800	(317) 555-9666
Reid	Pfeil	1180 Richard Ave	Santa Clara	CA	95050-2800	(213) 555-3111
Craig	Taylor	1125 Memorex Drive	San Jose	CA	95050-2840	(303) 555-6163
Gary	Ossmann	1225 Memorex Drive	San Jose	CA	95050-2811	(415) 555-5700
Monica	Gore	1185 Memorex Drive	Santa Clara	CA	95050-2840	(408) 555-8999
Marcel	Peart	1085 Memorex Drive	San Jose	CA	95050-2809	(415) 555-2955
Ray	Follmer	1065 Memorex Drive	Santa Clara	CA	95050-2809	(650) 555-1111
Rick	Donahue	1045 Memorex Drive	San Jose	CA	95050-2809	(650) 555-3700
William	Mourad	1045 Shulman Ave	San Jose	CA	95050	(415) 555-1989
Frank	Nagy	983 Shulman Ave	San Jose	CA	95050-2821	(415) 555-1298
Loren	Bartels	2420 Lafayette Street	Morgan Hill	CA	95050-2910	(408) 555-3850
Rick	Levasseur	1163 Richard Ave	Los Gatos	CA	95050-2843	(650) 555-9500
Craig	Woods	1157 Richard Ave	Santa Clara	CA	95050-2843	(408) 555-7617
Ron	Duyvesteyn	1129 Richard Ave	Milpitas	CA	95050-2843	(650) 555-2843
Mark	Greer	1105 Richard Ave	Morgan Hill	CA	95050-2843	(650) 555-5257
Eric	Kosofsky	1075 Richard Ave	Los Gatos	CA	95050-2815	(415) 555-9037
Paul	Lindberg	1061 Richard Ave	Los Gatos	CA	95050-2815	(415) 555-5600
Russ	Georgoulis	1021 Richard Ave	Cupertino	CA	95050-2815	(415) 555-2224
Jeff	Ginter	991 Richard Ave	Gilroy	CA	95050-2814	(415) 555-0886
James	Hulberg	985 Richard Ave	Mountain View	CA	95050-2814	(415) 555-0600
Calvin	Kelly	975 Richard Ave	Santa Clara	CA	95050-2814	(415) 555-2060
John	Redigan	965 Richard Ave	Morgan Hill	CA	95050-2814	(408) 555-8744
Bob	Brash	2440 Lafayette Street	Gilroy	CA	95050-2910	(510) 555-2300
John	Sechrist	920 Martin Ave	Sunnyvale	CA	95050-2606	(408) 555-1700
Bob	Karst	970 Martin Ave	Mountain View	CA	95050-2606	(408) 555-7730
Diane	Resnick	980 Martin Ave	San Jose	CA	95050-2606	(650) 555-3123
Tito	Wu	1030 Martin Ave	Santa Clara	CA	95050-2609	(408) 555-0901
William	Karasky	1036 Martin Ave	Morgan Hill	CA	95050-2609	(408) 555-2112
Masoa	Custer	1040 Martin Ave	Gilroy	CA	95050-2609	(415) 555-7500
Mark	Macker	1044 Martin Ave	Fremont	CA	95050-2609	(650) 555-1891
Christopher	Vereen	1084 Martin Ave	Sunnyvale	CA	95050-2609	(408) 555-2283
Jack	Kelley	1086 Martin Ave	Gilroy	CA	95050-2609	(650) 555-7500
Bill	Delgadillo	1090 Martin Ave	Santa Clara	CA	95050-2609	(408) 555-9680
Barbara	Ayers	1170 Martin Ave	Morgan Hill	CA	95050-2607	(408) 555-3800
Terry	O'Brien	1178 Martin Ave	San Jose	CA	95050-2607	(503) 555-0400
Robert	Davis	2581 Scott Blvd	San Jose	CA	95050-2508	(212) 555-0300
Umang	Denhardt	2539 Scott Blvd	Sunnyvale	CA	95050-2508	(650) 555-6390
Paul	Moore	1871 Martin Ave	Mountain View	CA	95050-2501	(408) 555-6111
Art	Luce	1501 Martin Ave	San Jose	CA	95050-2610	(415) 555-9111
Nathan	Call	1401 Martin Ave	Los Gatos	CA	95050-2614	(408) 555-3000
Kent	Eckard	1055 Martin Ave	Los Gatos	CA	95050-2637	(408) 555-3413
Steven R.	Peterson	1061 Martin Ave	San Jose	CA	95050-2637	(408) 555-1500
Eric	Cobarrubias	1015 Martin Ave	Santa Clara	CA	95050-2636	(510) 555-5425
Ed	Kimoto	999 Martin Ave	Mountain View	CA	95050-2608	(650) 555-3581
Richie	Stringer	2530 Lafayette Street	San Jose	CA	95050-2602	(650) 555-3331
Gordon	Brown	2550 Lafayette Street	Los Gatos	CA	95050-2602	(408) 555-4724
Stephan	Boyce	2562 Lafayette Street	San Jose	CA	95050-2602	(408) 555-2700
John 	Hunter	2580 Lafayette Street	Mountain View	CA	95050-2602	(408) 555-1966
Patrick	Jonas	2560 Lafayette Street	Campbell	CA	95050-2602	(415) 555-2111
Peter	Giannini	1000 Walsh Ave	Santa Clara	CA	95050-2615	555-3500
Rahn	Watts	1056 Walsh Ave	Los Altos	CA	95050-2615	(408) 555-8825
Bob	Uttarwar	1150 Walsh Ave	San Jose	CA	95050-2647	(203) 555-6500
